Country/Region,Date,Confirmed,Deaths,Lat,Long
Guinea,2015-05-01,3161.0,1968.0,9.9456,-9.6966
Senegal,2015-05-01,1.0,0.0,14.4974,-14.4524
Liberia,2015-05-01,3151.0,,6.4281,-9.4295
United Kingdom,2015-05-01,1.0,,21.69400000000001,-71.7979
Spain,2015-05-01,1.0,0.0,40.0,-4.0
United Kingdom,2015-05-04,1.0,,21.69400000000001,-71.7979
Sierra Leone,2015-05-04,8592.0,3536.0,8.460555000000001,-11.779889
Liberia,2015-05-04,3151.0,,6.4281,-9.4295
Mali,2015-05-04,7.0,,17.570692,-3.996166000000001
Nigeria,2015-05-04,19.0,7.0,9.082,8.6753
US,2015-05-04,4.0,1.0,37.0902,-95.7129
Spain,2015-05-04,1.0,0.0,40.0,-4.0
Senegal,2015-05-04,1.0,0.0,14.4974,-14.4524
Guinea,2015-05-04,3163.0,1970.0,9.9456,-9.6966
Mali,2015-05-05,7.0,,17.570692,-3.996166000000001
Spain,2015-05-05,1.0,0.0,40.0,-4.0
Liberia,2015-05-05,3151.0,,6.4281,-9.4295
US,2015-05-05,4.0,1.0,37.0902,-95.7129
Nigeria,2015-05-05,19.0,7.0,9.082,8.6753
Sierra Leone,2015-05-05,8595.0,3537.0,8.460555000000001,-11.779889
United Kingdom,2015-05-05,1.0,,21.69400000000001,-71.7979
Senegal,2015-05-05,1.0,0.0,14.4974,-14.4524
Guinea,2015-05-05,3167.0,1971.0,9.9456,-9.6966
Guinea,2015-05-06,3167.0,1971.0,9.9456,-9.6966
Liberia,2015-05-06,3151.0,,6.4281,-9.4295
United Kingdom,2015-05-06,1.0,,21.69400000000001,-71.7979
Nigeria,2015-05-06,19.0,7.0,9.082,8.6753
Mali,2015-05-06,7.0,,17.570692,-3.996166000000001
US,2015-05-06,4.0,1.0,37.0902,-95.7129
Sierra Leone,2015-05-06,8595.0,3537.0,8.460555000000001,-11.779889
Senegal,2015-05-06,1.0,0.0,14.4974,-14.4524
Spain,2015-05-06,1.0,0.0,40.0,-4.0
Liberia,2015-05-07,3151.0,,6.4281,-9.4295
Spain,2015-05-07,1.0,0.0,40.0,-4.0
Mali,2015-05-07,7.0,,17.570692,-3.996166000000001
Sierra Leone,2015-05-07,8597.0,3538.0,8.460555000000001,-11.779889
US,2015-05-07,4.0,1.0,37.0902,-95.7129
United Kingdom,2015-05-07,1.0,,21.69400000000001,-71.7979
Senegal,2015-05-07,1.0,0.0,14.4974,-14.4524
Guinea,2015-05-07,3170.0,1972.0,9.9456,-9.6966
Nigeria,2015-05-07,19.0,7.0,9.082,8.6753
Senegal,2015-05-08,1.0,0.0,14.4974,-14.4524
Spain,2015-05-08,1.0,0.0,40.0,-4.0
Sierra Leone,2015-05-08,8597.0,3538.0,8.460555000000001,-11.779889
US,2015-05-08,4.0,1.0,37.0902,-95.7129
Nigeria,2015-05-08,19.0,7.0,9.082,8.6753
Liberia,2015-05-08,3151.0,,6.4281,-9.4295
United Kingdom,2015-05-08,1.0,,21.69400000000001,-71.7979
Mali,2015-05-08,7.0,,17.570692,-3.996166000000001
Guinea,2015-05-08,3170.0,1972.0,9.9456,-9.6966
United Kingdom,2015-05-11,1.0,,21.69400000000001,-71.7979
Guinea,2015-05-11,3173.0,1976.0,9.9456,-9.6966
Senegal,2015-05-11,1.0,0.0,14.4974,-14.4524
US,2015-05-11,4.0,1.0,37.0902,-95.7129
Spain,2015-05-11,1.0,0.0,40.0,-4.0
Mali,2015-05-11,7.0,,17.570692,-3.996166000000001
Liberia,2015-05-11,3151.0,,6.4281,-9.4295
Nigeria,2015-05-11,19.0,7.0,9.082,8.6753
Sierra Leone,2015-05-11,8597.0,3538.0,8.460555000000001,-11.779889
Senegal,2015-05-12,1.0,0.0,14.4974,-14.4524
Mali,2015-05-12,7.0,,17.570692,-3.996166000000001
Liberia,2015-05-12,3151.0,,6.4281,-9.4295
US,2015-05-12,4.0,1.0,37.0902,-95.7129
United Kingdom,2015-05-12,1.0,,21.69400000000001,-71.7979
Sierra Leone,2015-05-12,8597.0,3538.0,8.460555000000001,-11.779889
Nigeria,2015-05-12,19.0,7.0,9.082,8.6753
Guinea,2015-05-12,3174.0,1977.0,9.9456,-9.6966
Spain,2015-05-12,1.0,0.0,40.0,-4.0
Sierra Leone,2015-05-13,8597.0,3538.0,8.460555000000001,-11.779889
United Kingdom,2015-05-13,1.0,,21.69400000000001,-71.7979
Senegal,2015-05-13,1.0,0.0,14.4974,-14.4524
Nigeria,2015-05-13,19.0,7.0,9.082,8.6753
Spain,2015-05-13,1.0,0.0,40.0,-4.0
Liberia,2015-05-13,3151.0,,6.4281,-9.4295
Mali,2015-05-13,7.0,,17.570692,-3.996166000000001
Guinea,2015-05-13,3173.0,1976.0,9.9456,-9.6966
US,2015-05-13,4.0,1.0,37.0902,-95.7129
Nigeria,2015-05-14,19.0,7.0,9.082,8.6753
Spain,2015-05-14,1.0,0.0,40.0,-4.0
Liberia,2015-05-14,3151.0,,6.4281,-9.4295
US,2015-05-14,4.0,1.0,37.0902,-95.7129
Mali,2015-05-14,7.0,,17.570692,-3.996166000000001
Guinea,2015-05-14,3187.0,1980.0,9.9456,-9.6966
Senegal,2015-05-14,1.0,0.0,14.4974,-14.4524
United Kingdom,2015-05-14,1.0,,21.69400000000001,-71.7979
Sierra Leone,2015-05-14,8597.0,3538.0,8.460555000000001,-11.779889
Italy,2015-05-14,1.0,,43.0,12.0
Mali,2015-05-15,7.0,,17.570692,-3.996166000000001
Guinea,2015-05-15,3189.0,1982.0,9.9456,-9.6966
Sierra Leone,2015-05-15,8598.0,3538.0,8.460555000000001,-11.779889
Nigeria,2015-05-15,19.0,7.0,9.082,8.6753
United Kingdom,2015-05-15,1.0,,21.69400000000001,-71.7979
Italy,2015-05-15,1.0,0.0,43.0,12.0
Spain,2015-05-15,1.0,0.0,40.0,-4.0
US,2015-05-15,4.0,1.0,37.0902,-95.7129
Senegal,2015-05-15,1.0,0.0,14.4974,-14.4524
Liberia,2015-05-15,3151.0,,6.4281,-9.4295
Nigeria,2015-05-18,19.0,7.0,9.082,8.6753
Spain,2015-05-18,1.0,0.0,40.0,-4.0
Sierra Leone,2015-05-18,8603.0,3540.0,8.460555000000001,-11.779889
United Kingdom,2015-05-18,1.0,,21.69400000000001,-71.7979
Liberia,2015-05-18,3151.0,,6.4281,-9.4295
Senegal,2015-05-18,1.0,0.0,14.4974,-14.4524
Italy,2015-05-18,1.0,,43.0,12.0
Mali,2015-05-18,7.0,,17.570692,-3.996166000000001
US,2015-05-18,4.0,1.0,37.0902,-95.7129
Guinea,2015-05-18,3195.0,1986.0,9.9456,-9.6966
Mali,2015-05-19,7.0,,17.570692,-3.996166000000001
Italy,2015-05-19,1.0,,43.0,12.0
Guinea,2015-05-19,3201.0,1988.0,9.9456,-9.6966
Sierra Leone,2015-05-19,8605.0,3541.0,8.460555000000001,-11.779889
Spain,2015-05-19,1.0,0.0,40.0,-4.0
Nigeria,2015-05-19,19.0,7.0,9.082,8.6753
United Kingdom,2015-05-19,1.0,,21.69400000000001,-71.7979
US,2015-05-19,4.0,1.0,37.0902,-95.7129
Liberia,2015-05-19,3151.0,,6.4281,-9.4295
Senegal,2015-05-19,1.0,0.0,14.4974,-14.4524
Spain,2015-05-20,1.0,0.0,40.0,-4.0
United Kingdom,2015-05-20,1.0,,21.69400000000001,-71.7979
Sierra Leone,2015-05-20,8605.0,3541.0,8.460555000000001,-11.779889
Senegal,2015-05-20,1.0,0.0,14.4974,-14.4524
Nigeria,2015-05-20,19.0,7.0,9.082,8.6753
Italy,2015-05-20,1.0,,43.0,12.0
Guinea,2015-05-20,3201.0,1988.0,9.9456,-9.6966
Mali,2015-05-20,7.0,,17.570692,-3.996166000000001
Liberia,2015-05-20,3151.0,,6.4281,-9.4295
US,2015-05-20,4.0,1.0,37.0902,-95.7129
Liberia,2015-05-21,3151.0,,6.4281,-9.4295
Italy,2015-05-21,1.0,,43.0,12.0
Spain,2015-05-21,1.0,0.0,40.0,-4.0
Sierra Leone,2015-05-21,8607.0,3541.0,8.460555000000001,-11.779889
Nigeria,2015-05-21,19.0,7.0,9.082,8.6753
Senegal,2015-05-21,1.0,0.0,14.4974,-14.4524
Mali,2015-05-21,7.0,,17.570692,-3.996166000000001
United Kingdom,2015-05-21,1.0,,21.69400000000001,-71.7979
Guinea,2015-05-21,3204.0,1990.0,9.9456,-9.6966
US,2015-05-21,4.0,1.0,37.0902,-95.7129
Spain,2015-05-22,1.0,0.0,40.0,-4.0
Mali,2015-05-22,7.0,,17.570692,-3.996166000000001
Liberia,2015-05-22,3151.0,,6.4281,-9.4295
Italy,2015-05-22,1.0,,43.0,12.0
US,2015-05-22,4.0,1.0,37.0902,-95.7129
Sierra Leone,2015-05-22,8608.0,3541.0,8.460555000000001,-11.779889
Guinea,2015-05-22,3205.0,1993.0,9.9456,-9.6966
Nigeria,2015-05-22,19.0,7.0,9.082,8.6753
United Kingdom,2015-05-22,1.0,,21.69400000000001,-71.7979
Senegal,2015-05-22,1.0,0.0,14.4974,-14.4524
Nigeria,2015-05-25,19.0,7.0,9.082,8.6753
Italy,2015-05-25,1.0,,43.0,12.0
United Kingdom,2015-05-25,1.0,,21.69400000000001,-71.7979
US,2015-05-25,4.0,1.0,37.0902,-95.7129
Mali,2015-05-25,7.0,,17.570692,-3.996166000000001
Spain,2015-05-25,1.0,0.0,40.0,-4.0
Senegal,2015-05-25,1.0,0.0,14.4974,-14.4524
Liberia,2015-05-25,3151.0,,6.4281,-9.4295
Guinea,2015-05-25,3208.0,1999.0,9.9456,-9.6966
Sierra Leone,2015-05-25,8608.0,3542.0,8.460555000000001,-11.779889
Nigeria,2015-05-26,19.0,7.0,9.082,8.6753
Senegal,2015-05-26,1.0,0.0,14.4974,-14.4524
Guinea,2015-05-26,3210.0,2001.0,9.9456,-9.6966
Mali,2015-05-26,7.0,,17.570692,-3.996166000000001
Italy,2015-05-26,1.0,,43.0,12.0
Spain,2015-05-26,1.0,0.0,40.0,-4.0
Sierra Leone,2015-05-26,8608.0,3542.0,8.460555000000001,-11.779889
United Kingdom,2015-05-26,1.0,,21.69400000000001,-71.7979
Liberia,2015-05-26,3151.0,,6.4281,-9.4295
US,2015-05-26,4.0,1.0,37.0902,-95.7129
Mali,2015-05-27,7.0,,17.570692,-3.996166000000001
Italy,2015-05-27,1.0,,43.0,12.0
Guinea,2015-05-27,3210.0,2001.0,9.9456,-9.6966
Nigeria,2015-05-27,19.0,7.0,9.082,8.6753
Sierra Leone,2015-05-27,8608.0,3542.0,8.460555000000001,-11.779889
US,2015-05-27,4.0,1.0,37.0902,-95.7129
Liberia,2015-05-27,3151.0,,6.4281,-9.4295
Spain,2015-05-27,1.0,0.0,40.0,-4.0
United Kingdom,2015-05-27,1.0,,21.69400000000001,-71.7979
Senegal,2015-05-27,1.0,0.0,14.4974,-14.4524
Italy,2015-05-28,1.0,,43.0,12.0
Mali,2015-05-28,7.0,,17.570692,-3.996166000000001
US,2015-05-28,4.0,1.0,37.0902,-95.7129
Liberia,2015-05-28,3151.0,,6.4281,-9.4295
Spain,2015-05-28,1.0,0.0,40.0,-4.0
Senegal,2015-05-28,1.0,0.0,14.4974,-14.4524
Nigeria,2015-05-28,19.0,7.0,9.082,8.6753
Guinea,2015-05-28,3214.0,2004.0,9.9456,-9.6966
United Kingdom,2015-05-28,1.0,,21.69400000000001,-71.7979
Sierra Leone,2015-05-28,8611.0,3545.0,8.460555000000001,-11.779889
Guinea,2015-05-29,3216.0,2006.0,9.9456,-9.6966
United Kingdom,2015-05-29,1.0,,21.69400000000001,-71.7979
Liberia,2015-05-29,3151.0,,6.4281,-9.4295
US,2015-05-29,4.0,1.0,37.0902,-95.7129
Italy,2015-05-29,1.0,,43.0,12.0
Sierra Leone,2015-05-29,8614.0,3545.0,8.460555000000001,-11.779889
Nigeria,2015-05-29,19.0,7.0,9.082,8.6753
Spain,2015-05-29,1.0,0.0,40.0,-4.0
Senegal,2015-05-29,1.0,0.0,14.4974,-14.4524
Mali,2015-05-29,7.0,,17.570692,-3.996166000000001
United Kingdom,2015-06-01,1.0,,21.69400000000001,-71.7979
US,2015-06-01,4.0,1.0,37.0902,-95.7129
Sierra Leone,2015-06-01,8618.0,3545.0,8.460555000000001,-11.779889
Nigeria,2015-06-01,19.0,7.0,9.082,8.6753
Spain,2015-06-01,1.0,0.0,40.0,-4.0
Senegal,2015-06-01,1.0,0.0,14.4974,-14.4524
Italy,2015-06-01,1.0,,43.0,12.0
Guinea,2015-06-01,3220.0,2009.0,9.9456,-9.6966
Liberia,2015-06-01,3151.0,,6.4281,-9.4295
Mali,2015-06-01,7.0,,17.570692,-3.996166000000001
Sierra Leone,2015-06-02,8620.0,3546.0,8.460555000000001,-11.779889
Nigeria,2015-06-02,19.0,7.0,9.082,8.6753
Senegal,2015-06-02,1.0,0.0,14.4974,-14.4524
Guinea,2015-06-02,3223.0,2010.0,9.9456,-9.6966
Mali,2015-06-02,7.0,,17.570692,-3.996166000000001
US,2015-06-02,4.0,1.0,37.0902,-95.7129
Liberia,2015-06-02,3151.0,,6.4281,-9.4295
Spain,2015-06-02,1.0,0.0,40.0,-4.0
Italy,2015-06-02,1.0,,43.0,12.0
United Kingdom,2015-06-02,1.0,,21.69400000000001,-71.7979
US,2015-06-03,4.0,1.0,37.0902,-95.7129
United Kingdom,2015-06-03,1.0,,21.69400000000001,-71.7979
Senegal,2015-06-03,1.0,0.0,14.4974,-14.4524
Nigeria,2015-06-03,19.0,7.0,9.082,8.6753
Sierra Leone,2015-06-03,8620.0,3546.0,8.460555000000001,-11.779889
Italy,2015-06-03,1.0,,43.0,12.0
Guinea,2015-06-03,3223.0,2010.0,9.9456,-9.6966
Spain,2015-06-03,1.0,0.0,40.0,-4.0
Mali,2015-06-03,7.0,,17.570692,-3.996166000000001
Liberia,2015-06-03,3151.0,,6.4281,-9.4295
Guinea,2015-06-04,3227.0,2012.0,9.9456,-9.6966
Sierra Leone,2015-06-04,8623.0,3546.0,8.460555000000001,-11.779889
US,2015-06-04,4.0,1.0,37.0902,-95.7129
Spain,2015-06-04,1.0,0.0,40.0,-4.0
Mali,2015-06-04,7.0,,17.570692,-3.996166000000001
Senegal,2015-06-04,1.0,0.0,14.4974,-14.4524
Liberia,2015-06-04,3151.0,,6.4281,-9.4295
Nigeria,2015-06-04,19.0,7.0,9.082,8.6753
United Kingdom,2015-06-04,1.0,,21.69400000000001,-71.7979
Italy,2015-06-04,1.0,,43.0,12.0
United Kingdom,2015-06-05,1.0,,21.69400000000001,-71.7979
Guinea,2015-06-05,3228.0,2012.0,9.9456,-9.6966
Italy,2015-06-05,1.0,,43.0,12.0
US,2015-06-05,4.0,1.0,37.0902,-95.7129
Spain,2015-06-05,1.0,0.0,40.0,-4.0
Senegal,2015-06-05,1.0,0.0,14.4974,-14.4524
Liberia,2015-06-05,3151.0,,6.4281,-9.4295
Nigeria,2015-06-05,19.0,7.0,9.082,8.6753
Mali,2015-06-05,7.0,,17.570692,-3.996166000000001
Sierra Leone,2015-06-05,8624.0,3546.0,8.460555000000001,-11.779889
Senegal,2015-06-08,1.0,0.0,14.4974,-14.4524
Nigeria,2015-06-08,19.0,7.0,9.082,8.6753
Sierra Leone,2015-06-08,8630.0,3547.0,8.460555000000001,-11.779889
US,2015-06-08,4.0,1.0,37.0902,-95.7129
Spain,2015-06-08,1.0,0.0,40.0,-4.0
Guinea,2015-06-08,3237.0,2016.0,9.9456,-9.6966
Liberia,2015-06-08,3151.0,,6.4281,-9.4295
Italy,2015-06-08,1.0,,43.0,12.0
Mali,2015-06-08,7.0,,17.570692,-3.996166000000001
United Kingdom,2015-06-08,1.0,,21.69400000000001,-71.7979
Sierra Leone,2015-06-09,8635.0,3549.0,8.460555000000001,-11.779889
Spain,2015-06-09,1.0,0.0,40.0,-4.0
Liberia,2015-06-09,3151.0,,6.4281,-9.4295
US,2015-06-09,4.0,1.0,37.0902,-95.7129
United Kingdom,2015-06-09,1.0,,21.69400000000001,-71.7979
Guinea,2015-06-09,3239.0,2018.0,9.9456,-9.6966
Mali,2015-06-09,7.0,,17.570692,-3.996166000000001
Nigeria,2015-06-09,19.0,7.0,9.082,8.6753
Senegal,2015-06-09,1.0,0.0,14.4974,-14.4524
Italy,2015-06-09,1.0,,43.0,12.0
Mali,2015-06-10,7.0,,17.570692,-3.996166000000001
United Kingdom,2015-06-10,1.0,,21.69400000000001,-71.7979
Senegal,2015-06-10,1.0,0.0,14.4974,-14.4524
Italy,2015-06-10,1.0,,43.0,12.0
Spain,2015-06-10,1.0,0.0,40.0,-4.0
US,2015-06-10,4.0,1.0,37.0902,-95.7129
Liberia,2015-06-10,3151.0,,6.4281,-9.4295
Guinea,2015-06-10,3239.0,2018.0,9.9456,-9.6966
Nigeria,2015-06-10,19.0,7.0,9.082,8.6753
Sierra Leone,2015-06-10,8635.0,3549.0,8.460555000000001,-11.779889
Italy,2015-06-11,1.0,,43.0,12.0
US,2015-06-11,4.0,1.0,37.0902,-95.7129
Guinea,2015-06-11,3243.0,2021.0,9.9456,-9.6966
Spain,2015-06-11,1.0,0.0,40.0,-4.0
Mali,2015-06-11,7.0,,17.570692,-3.996166000000001
Nigeria,2015-06-11,19.0,7.0,9.082,8.6753
Senegal,2015-06-11,1.0,0.0,14.4974,-14.4524
Liberia,2015-06-11,3151.0,,6.4281,-9.4295
United Kingdom,2015-06-11,1.0,,21.69400000000001,-71.7979
Sierra Leone,2015-06-11,8638.0,3551.0,8.460555000000001,-11.779889
Liberia,2015-06-12,3151.0,,6.4281,-9.4295
Guinea,2015-06-12,3243.0,2021.0,9.9456,-9.6966
Nigeria,2015-06-12,19.0,7.0,9.082,8.6753
Mali,2015-06-12,7.0,,17.570692,-3.996166000000001
Spain,2015-06-12,1.0,0.0,40.0,-4.0
US,2015-06-12,4.0,1.0,37.0902,-95.7129
Sierra Leone,2015-06-12,8647.0,3551.0,8.460555000000001,-11.779889
United Kingdom,2015-06-12,1.0,,21.69400000000001,-71.7979
Italy,2015-06-12,1.0,,43.0,12.0
Senegal,2015-06-12,1.0,0.0,14.4974,-14.4524
Spain,2015-06-15,1.0,0.0,40.0,-4.0
US,2015-06-15,4.0,1.0,37.0902,-95.7129
Mali,2015-06-15,7.0,,17.570692,-3.996166000000001
Guinea,2015-06-15,3249.0,2024.0,9.9456,-9.6966
Liberia,2015-06-15,3151.0,,6.4281,-9.4295
Italy,2015-06-15,1.0,,43.0,12.0
Sierra Leone,2015-06-15,8649.0,3553.0,8.460555000000001,-11.779889
Nigeria,2015-06-15,19.0,7.0,9.082,8.6753
United Kingdom,2015-06-15,1.0,,21.69400000000001,-71.7979
Senegal,2015-06-15,1.0,0.0,14.4974,-14.4524
Guinea,2015-06-16,3249.0,2025.0,9.9456,-9.6966
Liberia,2015-06-16,3151.0,,6.4281,-9.4295
Mali,2015-06-16,7.0,,17.570692,-3.996166000000001
United Kingdom,2015-06-16,1.0,,21.69400000000001,-71.7979
Sierra Leone,2015-06-16,8649.0,3553.0,8.460555000000001,-11.779889
US,2015-06-16,4.0,1.0,37.0902,-95.7129
Senegal,2015-06-16,1.0,0.0,14.4974,-14.4524
Italy,2015-06-16,1.0,,43.0,12.0
Nigeria,2015-06-16,19.0,7.0,9.082,8.6753
Spain,2015-06-16,1.0,0.0,40.0,-4.0
US,2015-06-17,4.0,1.0,37.0902,-95.7129
Sierra Leone,2015-06-17,8649.0,3553.0,8.460555000000001,-11.779889
Nigeria,2015-06-17,19.0,7.0,9.082,8.6753
United Kingdom,2015-06-17,1.0,,21.69400000000001,-71.7979
Italy,2015-06-17,1.0,,43.0,12.0
Senegal,2015-06-17,1.0,0.0,14.4974,-14.4524
Spain,2015-06-17,1.0,0.0,40.0,-4.0
Mali,2015-06-17,7.0,,17.570692,-3.996166000000001
Guinea,2015-06-17,3245.0,2025.0,9.9456,-9.6966
Liberia,2015-06-17,3151.0,,6.4281,-9.4295
Sierra Leone,2015-06-18,8651.0,3556.0,8.460555000000001,-11.779889
Liberia,2015-06-18,3151.0,,6.4281,-9.4295
US,2015-06-18,4.0,1.0,37.0902,-95.7129
Italy,2015-06-18,1.0,,43.0,12.0
Senegal,2015-06-18,1.0,0.0,14.4974,-14.4524
United Kingdom,2015-06-18,1.0,,21.69400000000001,-71.7979
Spain,2015-06-18,1.0,0.0,40.0,-4.0
Nigeria,2015-06-18,19.0,7.0,9.082,8.6753
Guinea,2015-06-18,3246.0,2026.0,9.9456,-9.6966
Mali,2015-06-18,7.0,,17.570692,-3.996166000000001
Mali,2015-06-19,7.0,,17.570692,-3.996166000000001
Sierra Leone,2015-06-19,8654.0,3560.0,8.460555000000001,-11.779889
Nigeria,2015-06-19,19.0,7.0,9.082,8.6753
Spain,2015-06-19,1.0,0.0,40.0,-4.0
US,2015-06-19,4.0,1.0,37.0902,-95.7129
Senegal,2015-06-19,1.0,0.0,14.4974,-14.4524
United Kingdom,2015-06-19,1.0,,21.69400000000001,-71.7979
Italy,2015-06-19,1.0,,43.0,12.0
Liberia,2015-06-19,3151.0,,6.4281,-9.4295
Guinea,2015-06-19,3247.0,2027.0,9.9456,-9.6966
Liberia,2015-06-22,3151.0,,6.4281,-9.4295
Spain,2015-06-22,1.0,0.0,40.0,-4.0
United Kingdom,2015-06-22,1.0,,21.69400000000001,-71.7979
Italy,2015-06-22,1.0,,43.0,12.0
Guinea,2015-06-22,3254.0,2028.0,9.9456,-9.6966
Sierra Leone,2015-06-22,8657.0,3562.0,8.460555000000001,-11.779889
Mali,2015-06-22,7.0,,17.570692,-3.996166000000001
US,2015-06-22,4.0,1.0,37.0902,-95.7129
Nigeria,2015-06-22,19.0,7.0,9.082,8.6753
Senegal,2015-06-22,1.0,0.0,14.4974,-14.4524
Italy,2015-06-23,1.0,,43.0,12.0
Sierra Leone,2015-06-23,8657.0,3562.0,8.460555000000001,-11.779889
Liberia,2015-06-23,3151.0,,6.4281,-9.4295
United Kingdom,2015-06-23,1.0,,21.69400000000001,-71.7979
Nigeria,2015-06-23,19.0,7.0,9.082,8.6753
Senegal,2015-06-23,1.0,0.0,14.4974,-14.4524
US,2015-06-23,4.0,1.0,37.0902,-95.7129
Spain,2015-06-23,1.0,0.0,40.0,-4.0
Mali,2015-06-23,7.0,,17.570692,-3.996166000000001
Guinea,2015-06-23,3257.0,2030.0,9.9456,-9.6966
US,2015-06-24,4.0,1.0,37.0902,-95.7129
Sierra Leone,2015-06-24,8657.0,3562.0,8.460555000000001,-11.779889
Senegal,2015-06-24,1.0,0.0,14.4974,-14.4524
United Kingdom,2015-06-24,1.0,,21.69400000000001,-71.7979
Guinea,2015-06-24,3257.0,2030.0,9.9456,-9.6966
Liberia,2015-06-24,3151.0,,6.4281,-9.4295
Mali,2015-06-24,7.0,,17.570692,-3.996166000000001
Italy,2015-06-24,1.0,,43.0,12.0
Nigeria,2015-06-24,19.0,7.0,9.082,8.6753
Spain,2015-06-24,1.0,0.0,40.0,-4.0
Nigeria,2015-06-25,19.0,7.0,9.082,8.6753
Sierra Leone,2015-06-25,8660.0,3565.0,8.460555000000001,-11.779889
Senegal,2015-06-25,1.0,0.0,14.4974,-14.4524
Mali,2015-06-25,7.0,,17.570692,-3.996166000000001
Spain,2015-06-25,1.0,0.0,40.0,-4.0
United Kingdom,2015-06-25,1.0,,21.69400000000001,-71.7979
Liberia,2015-06-25,3151.0,,6.4281,-9.4295
US,2015-06-25,4.0,1.0,37.0902,-95.7129
Guinea,2015-06-25,3264.0,2037.0,9.9456,-9.6966
Italy,2015-06-25,1.0,,43.0,12.0
Guinea,2015-06-26,3266.0,2037.0,9.9456,-9.6966
Spain,2015-06-26,1.0,0.0,40.0,-4.0
Senegal,2015-06-26,1.0,0.0,14.4974,-14.4524
Italy,2015-06-26,1.0,,43.0,12.0
Sierra Leone,2015-06-26,8662.0,3565.0,8.460555000000001,-11.779889
Liberia,2015-06-26,3151.0,,6.4281,-9.4295
United Kingdom,2015-06-26,1.0,,21.69400000000001,-71.7979
Mali,2015-06-26,7.0,,17.570692,-3.996166000000001
Nigeria,2015-06-26,19.0,7.0,9.082,8.6753
US,2015-06-26,4.0,1.0,37.0902,-95.7129
Senegal,2015-06-29,1.0,0.0,14.4974,-14.4524
United Kingdom,2015-06-29,1.0,,21.69400000000001,-71.7979
Nigeria,2015-06-29,19.0,7.0,9.082,8.6753
Guinea,2015-06-29,3268.0,2039.0,9.9456,-9.6966
Sierra Leone,2015-06-29,8664.0,3566.0,8.460555000000001,-11.779889
Mali,2015-06-29,7.0,,17.570692,-3.996166000000001
Spain,2015-06-29,1.0,0.0,40.0,-4.0
Liberia,2015-06-29,3151.0,,6.4281,-9.4295
US,2015-06-29,4.0,1.0,37.0902,-95.7129
Italy,2015-06-29,1.0,,43.0,12.0
United Kingdom,2015-06-30,1.0,,21.69400000000001,-71.7979
Mali,2015-06-30,7.0,,17.570692,-3.996166000000001
Liberia,2015-06-30,3151.0,,6.4281,-9.4295
Sierra Leone,2015-06-30,8665.0,3566.0,8.460555000000001,-11.779889
Italy,2015-06-30,1.0,,43.0,12.0
Senegal,2015-06-30,1.0,0.0,14.4974,-14.4524
Guinea,2015-06-30,3269.0,2039.0,9.9456,-9.6966
Spain,2015-06-30,1.0,0.0,40.0,-4.0
Nigeria,2015-06-30,19.0,7.0,9.082,8.6753
US,2015-06-30,4.0,1.0,37.0902,-95.7129
Sierra Leone,2015-07-01,8665.0,3566.0,8.460555000000001,-11.779889
Senegal,2015-07-01,1.0,0.0,14.4974,-14.4524
Spain,2015-07-01,1.0,0.0,40.0,-4.0
United Kingdom,2015-07-01,1.0,,21.69400000000001,-71.7979
Guinea,2015-07-01,3269.0,2039.0,9.9456,-9.6966
Italy,2015-07-01,1.0,,43.0,12.0
Liberia,2015-07-01,3151.0,,6.4281,-9.4295
US,2015-07-01,4.0,1.0,37.0902,-95.7129
Nigeria,2015-07-01,19.0,7.0,9.082,8.6753
Mali,2015-07-01,7.0,,17.570692,-3.996166000000001
Senegal,2015-07-02,1.0,0.0,14.4974,-14.4524
Italy,2015-07-02,1.0,,43.0,12.0
Liberia,2015-07-02,3151.0,,6.4281,-9.4295
Guinea,2015-07-02,3277.0,2040.0,9.9456,-9.6966
US,2015-07-02,4.0,1.0,37.0902,-95.7129
Spain,2015-07-02,1.0,0.0,40.0,-4.0
Nigeria,2015-07-02,19.0,7.0,9.082,8.6753
Mali,2015-07-02,7.0,,17.570692,-3.996166000000001
Sierra Leone,2015-07-02,8668.0,3567.0,8.460555000000001,-11.779889
United Kingdom,2015-07-02,1.0,,21.69400000000001,-71.7979
Liberia,2015-07-03,3151.0,,6.4281,-9.4295
United Kingdom,2015-07-03,1.0,,21.69400000000001,-71.7979
Nigeria,2015-07-03,19.0,7.0,9.082,8.6753
Senegal,2015-07-03,1.0,0.0,14.4974,-14.4524
US,2015-07-03,4.0,1.0,37.0902,-95.7129
Guinea,2015-07-03,3279.0,2042.0,9.9456,-9.6966
Italy,2015-07-03,1.0,,43.0,12.0
Liberia,2015-07-03,3.0,1.0,6.4281,-9.4295
Spain,2015-07-03,1.0,0.0,40.0,-4.0
Mali,2015-07-03,7.0,,17.570692,-3.996166000000001
Sierra Leone,2015-07-03,8671.0,3569.0,8.460555000000001,-11.779889
United Kingdom,2015-07-06,1.0,,21.69400000000001,-71.7979
Spain,2015-07-06,1.0,0.0,40.0,-4.0
Guinea,2015-07-06,3287.0,2048.0,9.9456,-9.6966
US,2015-07-06,4.0,1.0,37.0902,-95.7129
Liberia,2015-07-06,3.0,1.0,6.4281,-9.4295
Nigeria,2015-07-06,19.0,7.0,9.082,8.6753
Mali,2015-07-06,7.0,,17.570692,-3.996166000000001
Sierra Leone,2015-07-06,8673.0,3574.0,8.460555000000001,-11.779889
